subject_curie	subject_name	predicate	object_curie	object_name	supporting_text	supporting_text_id	subject_location_in_text	object_location_in_text	extraction_confidence_score	supporting_document_year	supporting_text_section_type	predicted	support	subject_mentioned	object_mentioned	reasoning	runtime_seconds
UniProtKB:Q10570	CPSF1_HUMAN Cleavage and polyadenylation specificity factor subunit 1 (sprot)	biolink:affects	UniProtKB:Q8TE85	GRHL3_HUMAN Grainyhead-like protein 3 homolog (sprot)	c?e qRT-PCR quantification of knockdown efficiency and differentiation marker gene expression in CPSF1-GRHL3 double knockdown.	tmkp:8daecd42c2ac6f21ad8837ad6c1fac29ac40c9ba70c134f45738f6c286ef65fc	[97, 102]	[103, 108]	0.9367399	2021	RESULTS	False	no	True	True	The text mentions both CPSF1 and GRHL3 in the context of a double knockdown experiment, but it does not state that CPSF1 has an effect on GRHL3. It merely describes measuring knockdown efficiency and marker expression, which does not provide evidence for a causal 'affects' relationship.	14.68512511253357
DRUGBANK:DB00688	Mycophenolate mofetil	biolink:treats_or_applied_or_studied_to_treat	MONDO:0019262	juvenile neuronal ceroid lipofuscinosis	These discoveries have led to a clinical trial of mycophenolate mofetil as a treatment for JNCL, which is currently in progress.	tmkp:1409b90e5f7989e056e7c14568dc44d8716e6d35af4d47b132fa03efbf51b355	[50, 71]	[91, 95]	0.900873775617163	2016	INTRO	True	yes	True	True	The sentence explicitly mentions mycophenolate mofetil and JNCL (juvenile neuronal ceroid lipofuscinosis) and states that the drug is being used as a treatment in a clinical trial, directly supporting the 'treats or studied to treat' relationship.	7.605273723602295
DRUGBANK:DB13950	WIN 55212-2	biolink:affects	UniProtKB:P27361	MK03_HUMAN Mitogen-activated protein kinase 3 (sprot)	It was reported that WIN 55212?2 could reduce oxLDL-induced TNF-alpha and ROS levels in RAW264.7 mouse macrophages through inhibition of MAPK (ERK1/2) signaling and NF-kappa B activity, while the effects of WIN 55212-2 were attenuated by the selective CB2 receptor antagonist AM630.	tmkp:9a3cea29c7bd67dabce76b7ef18d23aedf187aa1e0d873d7453702af03e3d450	[21, 32]	[143, 147]	0.9997148	2022	DISCUSS	False	no	True	False	The text mentions WIN 55212-2 and describes inhibition of MAPK (ERK1/2) signaling, but it does not explicitly name MAPK3 or any of its listed synonyms. Since both entities must be explicitly mentioned to support the 'affects' relationship, the evidence is insufficient.	15.267468690872192
DRUGBANK:DB00273	Topiramate	biolink:treats_or_applied_or_studied_to_treat	MONDO:0041052	postherpetic neuralgia	At least one recent case report suggests that Topiramate may be a useful pharmacologic modality for pain relief in patients with postherpetic neuralgia who have failed other agents.	tmkp:d350903a5096839ed058ba2aa55384c61e019977a4d07e83fe0c8fca1d94312d	[46, 56]	[129, 151]	0.9421721728176033	2009	INTRO	True	yes	True	True	The text explicitly mentions Topiramate and postherpetic neuralgia, and states that a case report suggests Topiramate may be useful for pain relief in these patients, indicating it has been studied/considered as a treatment for the condition.	11.428893089294434
DRUGBANK:DB00398	Sorafenib	biolink:affects	UniProtKB:P06454	PTMA_HUMAN Prothymosin alpha (sprot)	A. Inhibition of ?-catenin and other transcription factors binding to the PTMA promoter by sorafenib using single ChIP assay.	tmkp:b3965afc70f280270883f0787415fd813b8c2bada674cc25f019b739462d7ec8	[91, 100]	[74, 78]	0.99971074	2015	RESULTS	True	yes	True	True	The sentence explicitly states that sorafenib inhibits transcription factor binding to the PTMA promoter, indicating a direct effect of sorafenib on PTMA. Both entities are mentioned and the relationship matches the 'affects' predicate.	11.65795350074768
DRUGBANK:DB04115	Berberine	biolink:treats_or_applied_or_studied_to_treat	MONDO:0001517	dysentery	Because of extensive antibacterial activity, extracts of BBR-containing plants or BBR have been the most successful folkloric therapy to against dysentery and infectious diarrhea in China for centuries.	tmkp:2ff4a1aa69c39082e73512c5a6794ddf67d8726bcbbef61336000b80c2bd31db	[57, 60]	[159, 178]	0.9341710093487882	2022	paragraph	True	yes	True	True	"The text explicitly mentions berberine (as ""BBR"") and dysentery, stating that berberine-containing extracts have been a successful folkloric therapy against dysentery, which directly supports the treatment relationship."	6.295889616012573
DRUGBANK:DB15274	Pertussis vaccine	biolink:contributes_to	MONDO:0005002	chronic obstructive pulmonary disease	For example, in patients with chronic obstructive pulmonary disease (COPD), certain infectious agents such as influenza, Bordetella pertussis and Streptococcus pneumoniae cause respiratory disease, which may lead to COPD exacerbation.	tmkp:1f647cad045f3214cc6e163b732868e47a5257b066c3e290ff3e55cc74e222f5	[121, 141]	[69, 73]	0.7157694472564895	2020	INTRO	False	no	False	True	The text mentions chronic obstructive pulmonary disease but refers to the bacterium Bordetella pertussis, not the pertussis vaccine. Therefore the subject (pertussis vaccine) is not mentioned, and no contribution relationship is described.	6.011777639389038
DRUGBANK:DB05076	Fenretinide	biolink:affects	UniProtKB:P0DMV9	HS71B_HUMAN Heat shock 70 kDa protein 1B (sprot)	We also found a time-dependent increase in Hsp70 protein expression in ARPE-19 cells treated with fenretinide.	tmkp:40d35935b6f3b53f788b8a7cb7100960869915bb2b0f2b21395f46572e52811a	[98, 109]	[43, 48]	0.9994654	2006	abstract	False	no	True	False	The text mentions fenretinide (subject) and a generic increase in Hsp70 protein, but does not specifically name the protein Heat shock 70 kDa protein 1B (UniProtKB:P0DMV9) or its listed equivalents. Since both entities must be explicitly mentioned, the triple is not supported.	17.57093095779419
DRUGBANK:DB00109	Enfuvirtide	biolink:treats_or_applied_or_studied_to_treat	MONDO:0005108	viral infectious disease	Enfuvirtide?resistant virus infection  	tmkp:24171bb392a2b4c86fb6378d11c5303fdd18d656351354f5fdbe633ff2b0f294	[0, 11]	[22, 37]	0.6204973611728284	2012	METHODS	False	no	True	True	The text mentions Enfuvirtide and a virus infection, but frames it as an 'Enfuvirtide‑resistant virus infection', indicating lack of efficacy rather than a treatment relationship. Therefore it does not support that Enfuvirtide treats viral infectious disease.	12.761754989624023
CHEBI:27958	Cocaine	biolink:affects	UniProtKB:P55008	AIF1_HUMAN Allograft inflammatory factor 1 (sprot)	Although the number of microglia in the NAc did not change at any time point (Fig S2E), Iba1 intensity was increased in microglia by 5 days of cocaine, and after a period of abstinence (Fig 2E?F).	tmkp:16496dc495fc8897d9fb46affc039832d85abc3456a504823e5e69cebe6709bc	[143, 150]	[88, 92]	0.99945086	2016	RESULTS	True	yes	True	True	The text mentions 'cocaine' and reports that 'Iba1 intensity was increased in microglia by 5 days of cocaine'. Iba1 is a known synonym/alias for the protein AIF1 (Allograft Inflammatory Factor 1). This indicates that cocaine has an effect (increasing Iba1/AIF1 levels), directly supporting the 'affects' relationship.	10.14718747138977
DRUGBANK:DB06655	Liraglutide	biolink:affects	UniProtKB:P42574	CASP3_HUMAN Caspase-3 (sprot)	The addition of liraglutide significantly decreased the cell apoptosis ratio, up-regulated expression of Bcl-2, and down-regulated Bax and caspase-3 in a high glucose culture.	tmkp:eda1beedea5d876fc399c512f67fdc99a97987cbe41ce77c3cd30757219a6e6b	[16, 27]	[139, 148]	0.9997229	2021	DISCUSS	True	yes	True	True	The sentence explicitly states that liraglutide (subject) down‑regulates caspase‑3 (object), indicating a direct effect on its expression level, which matches the 'affects' predicate.	10.576608419418335
DRUGBANK:DB00947	Fulvestrant	biolink:affects	UniProtKB:Q00987	MDM2_HUMAN E3 ubiquitin-protein ligase Mdm2 (sprot)	Treatment with fulvestrant down-regulates MDM2 protein in human breast cancer cells	tmkp:7822506b110cf075b620d8168d4e2ba89a8b823de106f36bae7580be968c5bf0	[15, 26]	[42, 46]	0.9997212	2014	RESULTS	True	yes	True	True	The sentence explicitly states that fulvestrant (the subject) down-regulates MDM2 protein (the object), which is a direct effect on the protein's level, matching the 'affects' predicate.	9.629470586776733
DRUGBANK:DB01611	Hydroxychloroquine	biolink:treats_or_applied_or_studied_to_treat	HP:0002196	Myelopathy	Interestingly, CQ or HCQ treatment also inhibited cell growth in HTLV-1-infected T cell lines derived from HTLV-1-associated myelopathy (HAM)/tropical spastic paraparesis (TSP) patients in a dose-dependent manner (IC50 CQ = 34.73	tmkp:70db963d2af4f7f5179834596fd53199b5f230629368086fea726798dd7003aa	[21, 24]	[125, 135]	0.999361	2021	RESULTS	False	maybe	True	True	The text mentions hydroxychloroquine (HCQ) and HTLV-1-associated myelopathy, showing HCQ inhibits cell growth in cell lines derived from myelopathy patients. This suggests a potential therapeutic effect but does not explicitly state that HCQ treats myelopathy, making the support indirect.	22.948445320129395
DRUGBANK:DB11874	Crocin	biolink:affects	UniProtKB:P05362	ICAM1_HUMAN Intercellular adhesion molecule 1 (sprot)	Furthermore, crocin pretreatment reduced leukocyte infiltration, intercellular adhesion molecule?1(ICAM-1), and tumor necrotic factor-alpha (TNF-?) mRNA expression levels in I/R induced renal injuries in rats.	tmkp:7f9ce989ae676f96804e56d0606b9d86f3ef686f36c839b6bcdcac61102f7950	[13, 19]	[99, 105]	0.9997117	2020	INTRO	True	yes	True	True	The sentence explicitly mentions 'crocin' and 'intercellular adhesion molecule‑1 (ICAM‑1)', stating that crocin pretreatment reduced ICAM‑1 mRNA expression, which is a direct effect of crocin on ICAM1.	11.818667650222778
DRUGBANK:DB12290	Puerarin	biolink:treats_or_applied_or_studied_to_treat	MONDO:0002277	arteriosclerosis disorder	Puerarin and some typical isoflavones from RP have shown beneficial effects on arteriosclerosis, hypertension, and diabetes mellitus, and also endow good antioxidant capacity to RP.	tmkp:40f61d64c2a4bc90fd4aac921906b33f0008a4babc09ae2faf3fe828ec2cada4	[0, 8]	[79, 95]	0.7272010128400811	2021	INTRO	True	yes	True	True	The sentence explicitly mentions 'Puerarin' and 'arteriosclerosis' and states that puerarin has shown beneficial effects on arteriosclerosis, which aligns with the predicate definition of being studied or observed to treat the disease.	9.980831384658813
DRUGBANK:DB14865	Human interleukin-2	biolink:treats_or_applied_or_studied_to_treat	MONDO:0005867	Mycoplasma pneumoniae pneumonia	The role of IL-2 in MPP remains to be further studied.	tmkp:827a56ae48d88894159a7a89ed6a1d0198095c4f122b4a60afb5c22d3d5f0492	[12, 16]	[20, 23]	0.7494940076033919	2016	DISCUSS	False	maybe	True	True	The text mentions IL-2 (subject) and MPP (abbreviation for Mycoplasma pneumoniae pneumonia, object). It states that the role of IL-2 in MPP remains to be further studied, which suggests interest in studying IL-2's involvement but does not explicitly state that IL-2 is being studied as a treatment or has been shown to treat the disease.	22.43516445159912
UniProtKB:P52952	NKX25_HUMAN Homeobox protein Nkx-2.5 (sprot)	biolink:affects	UniProtKB:P23760	PAX3_HUMAN Paired box protein Pax-3 (sprot)	Since Nkx2-5, Tbx5 and Gata4 play an important role in cardiac development, we hypothesized that their over-expression would overcome the Pax3-mediated repression of the cardiac program.	tmkp:0bdd31cb134ed7af47e7ee28ab5f289c120f5fd85b0eee22514f54e7cec0d234	[6, 12]	[138, 142]	0.99738055	2014	RESULTS	True	yes	True	True	The sentence explicitly mentions Nkx2-5 (subject) and Pax3 (object) and states that over‑expression of Nkx2-5 would overcome Pax3‑mediated repression, indicating that Nkx2-5 has an effect on Pax3.	11.73539924621582
DRUGBANK:DB01248	Docetaxel	biolink:affects	UniProtKB:Q9UDX4	S14L3_HUMAN SEC14-like protein 3 (sprot)	Hodge and colleagues showed that both docetaxel-induced ICD-sensitive and resistant tumor cells expressed increased levels of APM components, including TAP2, calnexin and calreticulin.	tmkp:b0f40c17c632ae5d88aa8f68c7c15167e37118ef68f7af48224112fb8dd5c14e	[38, 47]	[152, 156]	0.9993957	2020	INTRO	False	no	True	False	The text mentions docetaxel but does not mention SEC14-like protein 3 (sec14l3) or any of its equivalent names, so there is no evidence of an affect relationship between the two.	4.488203287124634
UniProtKB:Q14511	CASL_HUMAN Enhancer of filamentation 1 (sprot)	biolink:affects	UniProtKB:P98161	PKD1_HUMAN Polycystin-1 (sprot)	Nedd9 restrains renal cystogenesis in Pkd1?/? mice    	tmkp:fcac1f1305eb109ff86762939466416cae275c42a32be02d07b680007a74dc46	[0, 5]	[38, 42]	0.9969568	2019	reference	False	no	True	True	The text mentions Nedd9 and Pkd1, but the described effect ('restrains renal cystogenesis') targets the disease phenotype, not the PKD1 protein itself. Therefore it does not provide direct evidence that Nedd9 affects PKD1.	21.460572004318237
UniProtKB:P37231	PPARG_HUMAN Peroxisome proliferator-activated receptor gamma (sprot)	biolink:affects	UniProtKB:P10451	OSTP_HUMAN Osteopontin (sprot)	Seven downregulated genes; namely, aminoadipate aminotransferase (Aadat) (NM_017193), potassium channel tetramerization domain-containing 21 (Kctd21) (XM_001064087), DnaJ (Hsp40) homolog, subfamily C, member 28 (Dnajc28) (NM_001014124), endothelin 1 (Edn1) (NM_012548), leptin (Lep) (NM_013076), patched domain containing 1 (Ptchd1) (XM_001056385), peroxisome proliferator-activated receptor gamma (Pparg) (NM_013124); and six upregulated genes, matrix metallopeptidase 13 (Mmp13) (XM_001072242), secreted phosphoprotein 1 (Spp1) (NM_012881), integrin-binding sialoprotein (Ibsp) (NM_012587), bone gamma-carboxyglutamate protein (Bglap) (NM_013414), matrix metallopeptidase 8 (Mmp8) (NM_022221) and matrix metallopeptidase 9 (Mmp9) (NM_031055), were analyzed.	tmkp:173df8ff1a08f6475e75a1e6b0ed450912496afccc920e85a4ab4ee135851b50	[399, 404]	[497, 522]	0.995965	2018	RESULTS	False	no	True	True	The text lists PPARG (Pparg) as a downregulated gene and SPP1 (Spp1) as an upregulated gene, but does not state that PPARG directly affects SPP1. It only reports their differential expression, which is a correlation, not a causal 'affects' relationship.	11.82206678390503
DRUGBANK:DB00916	Metronidazole	biolink:treats_or_applied_or_studied_to_treat	MONDO:0005292	colitis	The levels of Akkermansia have also been reported to increase in an experimental model of colitis with Clostridium difficile and anxiety after treatment with metronidazole, which is also associated with improved disease condition.	tmkp:53dd6a0de54f7a9db5a4de4a9c3ccc029e17b951a4d605322e75cd81ef31a564	[158, 171]	[90, 97]	0.6670680284385082	2022	DISCUSS	True	yes	True	True	The text mentions both metronidazole and colitis. It states that after treatment with metronidazole in an experimental colitis model, there was an association with improved disease condition, indicating that metronidazole was studied and observed to treat colitis.	11.978322982788086
DRUGBANK:DB00742	Mannitol	biolink:affects	UniProtKB:P49137	MAPK2_HUMAN MAP kinase-activated protein kinase 2 (sprot)	Tilly et al., described a 2-fold increase in the enzymatic activity of MAPKAPK2 at 10 minutes after 820 mOsm mannitol-induced hyperosmotic treatment in human intestine 407 cells; while Watts et al. demonstrated in rat medullary thick ascending limb (MTAL) kidney cells a 2.3-fold increase in ATF-2 (downstream transcription factor of p38 MAPK) phosphorylation with 0.3 M mannitol following 15 minutes treatment.	tmkp:1eaf9d487661d8f6137ba2c91e0ec1b1c3690ffb068b8e51ef0dce38a8d64032	[109, 117]	[71, 79]	0.9991352	2007	DISCUSS	True	yes	True	True	The text explicitly mentions mannitol (subject) and MAPKAPK2 (object) and reports that mannitol treatment leads to a two‑fold increase in MAPKAPK2 enzymatic activity, indicating a direct effect of mannitol on MAPKAPK2.	7.181406497955322
UniProtKB:Q93034	CUL5_HUMAN Cullin-5 (sprot)	biolink:affects	UniProtKB:P07900	HS90A_HUMAN Heat shock protein HSP 90-alpha (sprot)	To determine whether additional E3 ubiquitin ligases regulate Nox5 activity and stability, cells expressing Nox5 were transfected with plasmids encoding Cullin5, valosincontaining protein, Parkin, and MDM2 or siRNA to Cullin5 in the presence of Hsp90 inhibition.	tmkp:11cadbd6503dd3f4a4b49c372fe7252fa352a53f6e57c7148c65cb63292be013	[153, 160]	[245, 250]	0.97830164	2012	RESULTS	False	no	True	True	The text mentions Cullin5 and Hsp90 (via 'Hsp90 inhibition'), but it does not state that Cullin5 has an effect on Hsp90. It only describes experimental conditions involving both proteins, without asserting a causal relationship.	10.503114700317383
DRUGBANK:DB08935	Obinutuzumab	biolink:treats_or_applied_or_studied_to_treat	MONDO:0002571	primary central nervous system lymphoma	While not having overt blood-brain barrier penetration, maintenance therapy with the anti-CD20 monoclonal antibody obinutuzumab has recently been studied in primary CNS lymphoma, however the study closed early because of slow accrual.	tmkp:8eb07634cb64fbc243498dae8d2fb9ded678dfd13693adde781d998dffd85062	[115, 127]	[157, 177]	0.9907829178375372	2021	CONCL	True	yes	True	True	The sentence explicitly mentions obinutuzumab and primary CNS lymphoma, stating that obinutuzumab was studied as maintenance therapy for that disease, which aligns with the predicate 'studied to treat'.	10.666228771209717
DRUGBANK:DB12745	GSK-690693	biolink:treats_or_applied_or_studied_to_treat	MONDO:0009807	osteosarcoma	Each lane represents an individual sample of the osteosarcoma xenograft identified above the lanes collected either prior to or at the specified times after treatment with GSK690693.	tmkp:d035249e5d6e3592b08969498b20d4a4c3b71de72d0184d3c5320bdad013373b	[172, 181]	[49, 61]	0.8894012087368646	2010	FIG	True	yes	True	True	The text explicitly states that samples of an osteosarcoma xenograft were collected after treatment with GSK690693, indicating the drug was used to treat osteosarcoma, which satisfies the predicate.	8.170474290847778
DRUGBANK:DB02095	Isatin	biolink:affects	UniProtKB:Q96L34	MARK4_HUMAN MAP/microtubule affinity-regulating kinase 4 (sprot)	Recently, isatin-triazole hydrazones and 3-N-aryl substituted-2-heteroarylchromones were identified through structure screening as two new series of MARK4 inhibitors.	tmkp:80e9cae66d92e9e8bb93b41ae96af6699fb9cf32f5993a36a77aaa18b2a59787	[10, 16]	[149, 154]	0.99972004	2019	INTRO	False	maybe	True	True	The text mentions 'isatin' as part of 'isatin‑triazole hydrazones' and states these compounds are MARK4 inhibitors, indicating a possible effect on MARK4. However, it does not explicitly state that isatin itself (the small molecule) affects MARK4, only that derivatives containing isatin do. Therefore the evidence is indirect.	16.658649682998657
DRUGBANK:DB05500	AVN-944	biolink:affects	UniProtKB:O15392	BIRC5_HUMAN Baculoviral IAP repeat-containing protein 5 (sprot)	AVN944 induced expression of p53-target proteins Bok, Bax and Noxa in androgen-responsive cell lines and suppressed expression of survivin in prostate cancer cells regardless of their androgen sensitivity.	tmkp:fe5d5544a969d6cef4032770701db8940c277631ffdf724362dafd552ad894de	[0, 6]	[130, 138]	0.99971956	2008	abstract	True	yes	True	True	The text explicitly mentions AVN944 (subject) and states that it suppresses expression of survivin, which is the common name for the BIRC5 protein (object). This describes a direct effect of the drug on the protein, matching the 'affects' predicate.	20.1977219581604
DRUGBANK:DB00992	Methyl aminolevulinate	biolink:treats_or_applied_or_studied_to_treat	MONDO:0002529	skin squamous cell carcinoma	Increased aerobic glycolysis and OXPHOS dysregulation promote resistance to MAL-PDT in sSCC, both in?vitro in cell cultures and in?vivo in induced tumors in mice.	tmkp:758552dc586e72ef6a64b7158ca24d537570710fd95ffb47baef5a6912792fbe	[76, 79]	[87, 91]	0.8775822658287694	2022	CONCL	True	yes	True	True	The text mentions 'MAL-PDT' (Methyl aminolevulinate photodynamic therapy) and 'sSCC' (skin squamous cell carcinoma). It discusses resistance to MAL-PDT in sSCC, indicating that MAL-PDT is being applied/studied as a treatment for this cancer, satisfying the predicate definition.	12.086654901504517
UniProtKB:P01344	IGF2_HUMAN Insulin-like growth factor II (sprot)	biolink:affects	UniProtKB:P24592	IBP6_HUMAN Insulin-like growth factor-binding protein 6 (sprot)	Abrogation of IGF2-mediated phosphorylation of IGF-1R is mediated by IGFBP6 binding and sequestration of IGF2. a Schematic representation of human IGFBP6 (Swiss-Prot, P24592) showing mutated sites.	tmkp:1633e719c82cad9029b6753ec92bffdff58486502120a225a0dacd7f0c7c5ec1	[14, 18]	[69, 75]	0.99379396	2018	RESULTS	False	no	True	True	The text mentions IGF2 and IGFBP6, but describes IGFBP6 binding and sequestering IGF2, indicating IGFBP6 affects IGF2, not the reverse. Therefore it does not support the claim that IGF2 affects IGFBP6.	14.880362510681152
CHEBI:9754	Tromethamine	biolink:affects	UniProtKB:Q9UFF9	CNOT8_HUMAN CCR4-NOT transcription complex subunit 8 (sprot)	Pop2 and Ccr4 western blots were blocked in tris-buffered saline (TBS: 20 mM Tris?HCl pH 7.5, 137 mM NaCl, 0.1% Tween 20) with 3% BSA and TBS + BSA was used in all subsequent steps.	tmkp:6d680b809a79a36598b679b383283fa0038360af6b2a8046fa1909b8d314c247	[77, 81]	[0, 4]	0.98575044	2019	METHODS	False	no	True	False	The text mentions 'tris' (buffer), which matches Tromethamine, but it does not mention CNOT8 (or any of its equivalent names). Therefore the required entities are not both present, and no affect relationship is described.	9.414358377456665
CHEBI:64211	8-Br-cAMP	biolink:affects	UniProtKB:P19419	ELK1_HUMAN ETS domain-containing protein Elk-1 (sprot)	We found that 500 ?M 8-Br-cAMP, a cell-permeable analog of cAMP, activated Elk1 in NS-1 cells harboring a GAL4-Elk1 fusion protein and a GAL4-luciferase gene, thus acting as an Elk1-dependent gene reporter system.	tmkp:c29c900334289131cecda9189fb8f28b4cfe38cc151eca0d0d8a911a1c33f488	[21, 30]	[75, 79]	0.99939907	2013	RESULTS	True	yes	True	True	The text explicitly states that 8-Br-cAMP activated Elk1, indicating that the small molecule has a direct effect on the ELK1 protein, satisfying the 'affects' predicate.	9.067814588546753
UniProtKB:Q12800	TFCP2_HUMAN Alpha-globin transcription factor CP2 (sprot)	biolink:affects	UniProtKB:Q15366	PCBP2_HUMAN Poly(rC)-binding protein 2 (sprot)	Moreover, YAP and TFCP2 were downstream of CCT3 to positively control tumourigenesis, yet such effects were inhibited by PCBP2.	tmkp:d9ed4351efbf49db593a36af5cbe5c16c04e8350bb3a8ca38061b67eeaa00e17	[18, 23]	[121, 126]	0.9940309	2019	abstract	False	no	True	True	The text states that PCBP2 inhibits the effects mediated by TFCP2, indicating PCBP2 affects TFCP2, not the reverse. Therefore the direction required (TFCP2 affects PCBP2) is not supported.	19.47260022163391
UniProtKB:O95365	ZBT7A_HUMAN Zinc finger and BTB domain-containing protein 7A (sprot)	biolink:affects	UniProtKB:Q13485	SMAD4_HUMAN Mothers against decapentaplegic homolog 4 (sprot)	Pokemon (FBI-1) interacts with Smad4 to repress TGF-?-induced transcriptional responses.	tmkp:a1c4d1de336a4f69f329d2fe2ab8936bb002d13a56a38b4afcb5aabed49e401c	[9, 14]	[31, 36]	0.99768066	2015	title	True	yes	True	True	The text mentions 'Pokemon (FBI-1)', an alias for ZBT7A (subject), and 'Smad4' (object). It states that Pokemon interacts with Smad4 to repress transcriptional responses, indicating that the subject has an effect on the object, matching the 'affects' predicate.	14.617955207824707
CHEBI:28001	Vancomycin	biolink:treats_or_applied_or_studied_to_treat	MONDO:0001056	gastric cancer	Human GC cell line AGS was obtained from the American Type Culture Collection (ATCC) and cultured in Dulbecco's modified Eagle's medium (DMEM) (Gibco) containing 10% fetal bovine serum (Gibco) and 10 ?g/ml vancomycin.	tmkp:6f86267425164ea3d8b83994d19ce9973f3f2cbd4776ae34e2c31ccf58b0b90e	[206, 216]	[6, 8]	0.8336558740702803	2016	METHODS	False	no	True	False	The text mentions vancomycin but only refers to a gastric cancer cell line (GC) used in culture, without explicitly naming gastric cancer. It does not claim vancomycin treats gastric cancer, merely that it is present in the culture medium.	11.630805730819702
DRUGBANK:DB00455	Loratadine	biolink:treats_or_applied_or_studied_to_treat	MONDO:0850230	chronic urticaria	Treatment guidelines recommend second-generation antihistamines, including cetirizine, desloratadine, ebastine, fexofenadine, levocetirizine, and loratadine, as a first-line treatment for AR and CU.	tmkp:8cc1cf4fe807a349de678fa2b2273c60b28ad03ef651cfd667cfa0e962f3cd90	[146, 156]	[195, 197]	0.99950397	2011	INTRO	True	yes	True	True	The sentence explicitly lists loratadine as a first-line treatment for CU, which stands for chronic urticaria, directly supporting the treat relationship.	10.016829013824463
DRUGBANK:DB08860	Pitavastatin	biolink:treats_or_applied_or_studied_to_treat	MONDO:0005147	type 1 diabetes mellitus	Inhibition of the renal renin-angiotensin system and renoprotection by pitavastatin in type 1 diabetes	tmkp:0008eb85f57b8fad62df9817d80e71228c9e4447e4cc446d03b516b59f7abfad	[71, 83]	[87, 102]	0.8017743006875049	2012	reference	True	yes	True	True	The text mentions both pitavastatin and type 1 diabetes, describing a study of pitavastatin's renoprotective effects in type 1 diabetes, which aligns with the predicate definition of being studied to treat the condition.	13.696502923965454
DRUGBANK:DB11895	Lenomorelin	biolink:treats_or_applied_or_studied_to_treat	MONDO:0001056	gastric cancer	Future long-term interventional trials assessing long-term outcomes of extrinsic ghrelin administration in gastric cancer patients would yield more robust and more practical evidences in the topic.	tmkp:cde847ab63346699a28c213dcb97d651c0e84169e194b1692b731e5602de5c81	[81, 88]	[107, 121]	0.6658800747670073	2017	DISCUSS	False	no	False	True	The text discusses extrinsic ghrelin administration in gastric cancer patients but does not mention Lenomorelin (the subject). Therefore it provides no evidence that Lenomorelin treats gastric cancer.	7.6666786670684814
DRUGBANK:DB01008	Busulfan	biolink:affects	UniProtKB:P60568	IL2_HUMAN Interleukin-2 (sprot)	Levels of cytokines interleukin 2, tumor necrosis factor alpha, and interferon gamma at the end of the conditioning regimen were lower in the Cy-Bu group, while liver enzymes were higher after the Bu-Cy regimen.	tmkp:3eee7d901feb4c24b6fae80124ef8426aaab90edf19b6b2deefe3d8a9ce25058	[145, 147]	[20, 33]	0.9997186	2005	abstract	False	maybe	True	True	The text mentions 'Bu' (busulfan) and 'interleukin 2', and reports lower IL-2 levels in a regimen containing busulfan, implying an effect. However, the effect is described for a combination regimen (Cy‑Bu), not busulfan alone, so the evidence is indirect and does not explicitly state that busulfan directly affects IL-2.	13.252458572387695
DRUGBANK:DB01373	Calcium	biolink:affects	UniProtKB:Q96EB6	SIR1_HUMAN NAD-dependent protein deacetylase sirtuin-1 (sprot)	In accordance with NAD+ detection, LPS treatment in medium without calcium caused suppressed SIRT1 expression.	tmkp:b6dd2ed1612e3643eefa3c5fc94d69be9fe7bee86113c3ae811a6a43e4388f41	[67, 74]	[93, 98]	0.9993962	2016	RESULTS	True	yes	True	True	The sentence explicitly mentions calcium (as absent) and SIRT1, stating that lack of calcium caused suppressed SIRT1 expression. This indicates a causal effect of calcium on SIRT1, matching the 'affects' predicate.	12.13760495185852
DRUGBANK:DB01093	Dimethyl sulfoxide	biolink:affects	UniProtKB:Q13635	PTC1_HUMAN Protein patched homolog 1 (sprot)	As shown in Figures 5d and e, DMSO treatment globally induced both protein and mRNA levels of Gli2 and Ptch1.	tmkp:54e6a122779c3be79076403f7eb6e8a5c62e8b8c3396b21d7ea72628e250b3c0	[30, 34]	[103, 108]	0.9992219	2016	RESULTS	True	yes	True	True	The text states that DMSO (dimethyl sulfoxide) treatment induces protein and mRNA levels of Ptch1, directly indicating that the drug affects the PTCH1 protein.	6.05071759223938
DRUGBANK:DB11447	Phenothiazine	biolink:affects	UniProtKB:P22001	KCNA3_HUMAN Potassium voltage-gated channel subfamily A member 3 (sprot)	It was shown that trifluoperazine (TFP) (Figure 5), a phenothiazine derivative, which is well-known antagonist of dopamine receptors in central nervous system applied in therapy of schizophrenia, inhibits Kv1.3 channel in normal human T lymphocytes in a concentration-dependent manner.	tmkp:da6126d994008a56799adba81a141f7e43f9b1a8205e0954bde378520acbfd8d	[54, 67]	[205, 210]	0.99971014	2019	paragraph	False	no	True	True	The text mentions phenothiazine (as part of 'phenothiazine derivative') and Kv1.3 channel, but the inhibitory effect is attributed to trifluoperazine, a phenothiazine derivative, not to phenothiazine itself. Therefore the relationship between phenothiazine and KCNA3 is not directly supported.	30.931084394454956
DRUGBANK:DB04115	Berberine	biolink:treats_or_applied_or_studied_to_treat	MONDO:0005105	melanoma	Recently, the dietary supplement Nexrutine? which contains berberine, has been found to have therapeutic potential towards melanoma, multiple myeloma, prostate, pancreatic, breast and non-melanoma skin cancer.	tmkp:d5a552877746a2e6a50ededd03d8ae37b891568fb95cda2f81974fcc973c5bff	[59, 68]	[123, 131]	0.6789240578170712	2016	INTRO	True	yes	True	True	The text explicitly mentions berberine and melanoma, stating that berberine (via Nexrutine) has therapeutic potential towards melanoma, which aligns with the predicate of being studied or used to treat the disease.	9.791179656982422
